repository,packages
default,@babel/parser|@babel/plugin-proposal-export-default-from|@cond/preact-cli|@leontastic/gatsby|@storybook/react|axios|axios-yet-another-proxy-fix|babylon|beatle-app-common|botserver|defaults|emr-app-common|file-type|grunt-contrib-watch|highlight.js|internal-ip|inversify|ioredis|lodash.defaults|mastarm|mime-db|noble|nodemon|nyc|object.omit|preact-cli|preact-cli-omi|pretty-error|redux-logger|request|stormrage|tslint-eslint-rules
git@gitlab.alibaba-inc.com:fie/fie-toolkit-nuke,fie-toolkit-nuke|fie-toolkit-nuke-test
http://git.geppetto.org,@geppettoengine/geppetto-client|webapp00001
https://git@github.com/Netflix/conductor,nf-workflow-ui-5|nf-workflow-ui-dev
https://git@github.com/ant-design/antd-tools,@ant-design/tools|antd-tools
https://git@github.com/facebook/metro,@wellbye/metro|lrn_metro|metro-test-build
https://git@github.com/facebook/react-native,@jkottnauer/react-native|@kohout.jakub/react-native|jst-react-native|kernc|ms-react-native|my-react-native-version|nicolastest-react-native|react-native-mofang|react-native-qt|rn-0.45-fork-oreo|runnercamp-react-native
https://git@github.com/kxgo/kxgo-cli,@fev/fev|kxg
https://git@github.com/passion-fruit1/react-native,@bigeye/react-native|bigeye-react-native
https://git@github.com/resin-io/resin-cli,resin-cli|resin-cli-mc
https://gitee.com/QingChunFeiYangShang/nisu-vue2-deps,@position/nisu-vue2-deps|nisusite-vue-deps
https://github.com/DefinitelyTyped/DefinitelyTyped,@types/bluebird|@types/body-parser|@types/classnames|@types/express|@types/express-serve-static-core|@types/fs-extra|@types/glob|@types/jasmine|@types/jest|@types/jquery|@types/koa|@types/lodash|@types/mocha|@types/node|@types/react|@types/react-dom|@types/react-redux|@types/react-router-dom|@types/request|@types/unist|@types/uuid|@types/webpack|fs-extra|graphql|inline-style-prefixer|klaw|node-fetch|react-motion|react-transition-group|showdown|type-fest|ua-parser-js|yargs
https://github.com/DevExpress/testcafe,@redisrupt/testcafe|@testcafe/testcafe|furtherjs
https://github.com/FortAwesome/Font-Awesome,@fortawesome/fontawesome-common-types|@fortawesome/fontawesome-svg-core|@fortawesome/free-solid-svg-icons|@fortawesome/react-fontawesome|font-awesome|tradebase
https://github.com/Medium/phantomjs,phantomjs|phantomjs-prebuilt|sagui
https://github.com/NervJS/taro,@c-art/cli|@dayuw/tarojs-cli|@tarojs/cli
https://github.com/Shopify/slate/tree/1.x/packages/slate-tools,@by-association-only/slate-tools|@shopify/slate-tools
https://github.com/TryGhost/Ghost,@loftysoul/soul|@morgs32/ghost|@zce/ghost|ghost|node-pre-gyp|rc_ghost
https://github.com/Turfjs/turf,@spatial/turf|@turf/helpers|@turf/turf
https://github.com/WM-Almadfaa/create-react-app,@wmadfaa/full-settings-react-scripts|@wmadfaa/react-script|react-starter-project
https://github.com/YvesCoding/gatsby-theme-ant-docs,gatsby-theme-ant-docs|gatsby-theme-antdsite
https://github.com/adaltas/node-csv,csv|csv-parse
https://github.com/agneta/platform,@agneta/platform|agneta-platform
https://github.com/airbnb/javascript,@typescript-eslint/eslint-plugin|@viu/launchpad|@yanxlg/rc-tools|eslint-config-airbnb|eslint-config-airbnb-base|eslint-plugin-jsx-a11y|fdx-component-tools|feng-rc-tools|formidable|freed-multi|hilo-tools|nd-rc-tools|rc-tools|rclib-tools|react-native-template-vife|rmc-tools|yanxlg-rc-tools
https://github.com/angular/angular,@angular-devkit/core|@angular-devkit/schematics|@angular/animations|@angular/common|@angular/compiler|@angular/compiler-cli|@angular/core|@angular/forms|@angular/http|@angular/platform-browser|@angular/platform-browser-dynamic|@angular/platform-server|@angular/router|@framing/biz|@zoitravel/angular-cli|angular|angular-animate|angular-cli-ext|angular-cli-koco|angular-cli-with-use-yarn|angular-devkit-web3|bson|common-tags|elara-app|fhir2|hammerjs|kenya-project-pkg|my-demo-pkg-test|my-first-kenya-pkg-test|ng-cli-2|sample-cli-cli|webdevkit-gug|zone.js
https://github.com/angular/angular-cli,@angular-devkit/core|@angular-devkit/schematics|@framing/biz|@zoitravel/angular-cli|angular-cli-ext|angular-cli-koco|angular-cli-with-use-yarn|angular-devkit-web3|bson|common-tags|elara-app|fhir2|kenya-project-pkg|my-demo-pkg-test|my-first-kenya-pkg-test|ng-cli-2|sample-cli-cli|webdevkit-gug
https://github.com/angular/angular.js,angular|angular-animate|hammerjs
https://github.com/angular/components,@angular/cdk|@angular/material
https://github.com/apollographql/apollo-client,apollo-cache-inmemory|apollo-client|cross-fetch|envinfo|graphql-tag|react-apollo
https://github.com/apollographql/apollo-link,apollo-link|apollo-link-http
https://github.com/avajs/ava,@morlay/ava|ava|ava-tf|ava-ts|esm|got|withhold-message-ava
https://github.com/azure/azure-sdk-for-node,azure|azure-fwd
